2.3,-0.91031228414966
2.305,-0.52780349368061
2.31,-0.779798906136922
2.315,-2.78447494908556
2.32,-2.68606312999583
2.325,-6.21559828175038
2.33,-4.08484101507662
2.335,-2.45371858585507
2.34,-2.08203262848213
2.345,-1.60233569329405
2.35,-1.68211332098296
2.355,-2.39815518807424
2.36,-3.88197810417879
2.365,-4.41100447870064
2.37,-4.39039131496282
2.375,-5.3631110063105
2.38,-6.61143559256533
2.385,-5.9680065740187
2.39,-4.86658567016262
2.395,-4.63957724615676
2.4,-5.32755866933871
2.405,-6.71597365869054
2.41,-7.48331470322797
2.415,-6.67977330778095
2.42,-5.88721521425259
2.425,-5.84409784583662
2.43,-6.4356734561419
2.435,-7.01813611033474
2.44,-6.86934096819364
2.445,-6.50118029471954
2.45,-6.63182184890048
2.455,-6.93930653926391
2.46,-6.07677115550131
2.465,-4.35089242482599
2.47,-2.9889135205743
2.475,-2.14423437009423
2.48,-1.63346607928483
2.485,-1.31547140949943
2.49,-1.11100633550913
2.495,-0.977058302686125
2.5,-0.889556645521445
