x,y,z,
9.992222450,1.942291289,0.000000000,
9.469285456,1.926547900,0.000000000,
8.962964768,1.905136974,0.000000000,
8.474041188,1.878649702,0.000000000,
8.002946228,1.847625719,0.000000000,
7.549854085,1.812559600,0.000000000,
7.114751844,1.773906868,0.000000000,
6.697492515,1.732089336,0.000000000,
6.297834788,1.687499745,0.000000000,
5.915472624,1.640505748,0.000000000,
5.550057150,1.591453278,0.000000000,
5.201212753,1.540669408,0.000000000,
4.868548825,1.488464750,0.000000000,
4.551668250,1.435135487,0.000000000,
4.250173470,1.380965073,0.000000000,
3.963670745,1.326225679,0.000000000,
3.691773078,1.271179413,0.000000000,
3.434102150,1.216079351,0.000000000,
3.190289527,1.161170426,0.000000000,
2.959977338,1.106690178,0.000000000,
2.742818567,1.052869402,0.000000000,
2.538477070,0.999932710,0.000000000,
2.346627394,0.948099010,0.000000000,
2.166954465,0.897581928,0.000000000,
1.999153182,0.848590179,0.000000000,
1.842927961,0.801327883,0.000000000,
1.697992243,0.755994854,0.000000000,
1.564067991,0.712786849,0.000000000,
1.440885178,0.671895793,0.000000000,
1.328181293,0.633509980,0.000000000,
1.225700853,0.597814250,0.000000000,
1.133194937,0.564990154,0.000000000,
1.050420742,0.535216101,0.000000000,
0.977141152,0.508667487,0.000000000,
0.913124343,0.485516826,0.000000000,
0.858143404,0.465933852,0.000000000,
0.811975974,0.450085632,0.000000000,
0.774403914,0.438136654,0.000000000,
0.745212988,0.430248919,0.000000000,
0.724192568,0.426582023,0.000000000,
0.711135363,0.427293234,0.000000000,
0.705837147,0.432537560,0.000000000,
0.708096526,0.442467817,0.000000000,
0.717714700,0.457234691,0.000000000,
0.734495246,0.476986790,0.000000000,
0.758243913,0.501870698,0.000000000,
0.788768424,0.532031020,0.000000000,
0.825878283,0.567610418,0.000000000,
0.869384601,0.608749651,0.000000000,
0.919099912,0.655587596,0.000000000,
0.974838002,0.708261267,0.000000000,
1.036413738,0.766905824,0.000000000,
1.103642897,0.831654575,0.000000000,
1.176341990,0.902638956,0.000000000,
1.254328091,0.979988508,0.000000000,
1.337418645,1.063830826,0.000000000,
1.425431285,1.154291495,0.000000000,
1.518183620,1.251493999,0.000000000,
1.615493027,1.355559603,0.000000000,
1.717176402,1.466607199,0.000000000,
1.823049914,1.584753113,0.000000000,
1.932928713,1.710110867,0.000000000,
2.046626617,1.842790883,0.000000000,
2.163955757,1.982900119,0.000000000,
2.284726183,2.130541633,0.000000000,
2.408745415,2.285814049,0.000000000,
2.535817936,2.448810916,0.000000000,
2.665744619,2.619619942,0.000000000,
2.798322072,2.798322072,0.000000000,
2.933341892,2.984990395,0.000000000,
3.070589815,3.179688834,0.000000000,
3.209844745,3.382470598,0.000000000,
3.350877654,3.593376347,0.000000000,
3.493450312,3.812432023,0.000000000,
3.637313860,4.039646294,0.000000000,
3.782207181,4.275007545,0.000000000,
3.927855050,4.518480358,0.000000000,
4.073966060,4.770001394,0.000000000,
4.220230287,5.029474606,0.000000000,
4.366316681,5.296765684,0.000000000,
4.511870193,5.571695672,0.000000000,
4.656508618,5.854033644,0.000000000,
4.799819184,6.143488401,0.000000000,
4.941354946,6.439699141,0.000000000,
5.080631021,6.742225086,0.000000000,
5.217120835,7.050534158,0.000000000,
5.350252524,7.363990844,0.000000000,
5.479405751,7.681843548,0.000000000,
5.603909283,8.003211872,0.000000000,
5.723039759,8.327074520,0.000000000,
5.836022217,8.652258751,0.000000000,
5.942032975,8.977432540,0.000000000,
6.040205693,9.301101121,0.000000000,
6.129641294,9.621609531,0.000000000,
6.209422451,9.937153154,0.000000000,
6.278633247,10.245798257,0.000000000,
6.336384084,10.545514023,0.000000000,
6.381841576,10.834217077,0.000000000,
6.414262295,11.109828188,0.000000000,
6.433028662,11.370339667,0.000000000,
6.437684211,11.613889750,0.000000000,
6.427965155,11.838839078,0.000000000,
6.403824721,12.043842632,0.000000000,
6.365447222,12.227910344,0.000000000,
6.313249578,12.390449946,0.000000000,
6.247869484,12.531287523,0.000000000,
6.170140835,12.650663456,0.000000000,
6.081058819,12.749204942,0.000000000,
5.981737909,12.827878342,0.000000000,
5.873366830,12.887927255,0.000000000,
5.757164288,12.930802704,0.000000000,
5.634338707,12.958091884,0.000000000,
5.506054309,12.971451070,0.000000000,
5.373404672,12.972546436,0.000000000,
5.237394142,12.963005388,0.000000000,
5.098926473,12.944378962,0.000000000,
4.958799842,12.918115243,0.000000000,
4.817706917,12.885542472,0.000000000,
4.676238742,12.847860352,0.000000000,
4.534891280,12.806137921,0.000000000,
4.394073575,12.761316273,0.000000000,
4.254116725,12.714214686,0.000000000,
4.115283079,12.665538983,0.000000000,
3.977775203,12.615891159,0.000000000,
3.841744325,12.565779484,0.000000000,
3.707298112,12.515628676,0.000000000,
3.574507667,12.465789669,0.000000000,
3.443413732,12.416548788,0.000000000,
3.314032121,12.368136254,0.000000000,
3.186358436,12.320733889,0.000000000,
3.060372092,12.274482036,0.000000000,
2.936039759,12.229485734,0.000000000,
2.813318258,12.185820163,0.000000000,
2.692156990,12.143535428,0.000000000,
2.572499958,12.102660759,0.000000000,
2.454287437,12.063208150,0.000000000,
2.337457335,12.025175518,0.000000000,
2.221946310,11.988549476,0.000000000,
2.107690643,11.953307623,0.000000000,
1.994626954,11.919420671,0.000000000,
1.882692735,11.886854108,0.000000000,
1.771826769,11.855569737,0.000000000,
1.661969424,11.825526917,0.000000000,
1.553062866,11.796683652,0.000000000,
1.445051191,11.768997503,0.000000000,
1.337880487,11.742426330,0.000000000,
1.231498857,11.716928950,0.000000000,
1.125856385,11.692465610,0.000000000,
1.020905077,11.668998432,0.000000000,
0.916598779,11.646491746,0.000000000,
0.812893055,11.624912289,0.000000000,
0.709745076,11.604229417,0.000000000,
0.607113475,11.584415194,0.000000000,
0.504958210,11.565444453,0.000000000,
0.403240419,11.547294782,0.000000000,
0.301922275,11.529946491,0.000000000,
0.200966838,11.513382459,0.000000000,
0.100337931,11.497588050,0.000000000,
0.000000000,11.482550910,0.000000000,
-0.100081995,11.468260717,0.000000000,
-0.199942688,11.454708937,0.000000000,
-0.299616396,11.441888527,0.000000000,
-0.399137186,11.429793555,0.000000000,
-0.498538934,11.418418862,0.000000000,
-0.597855348,11.407759617,0.000000000,
-0.697119975,11.397810838,0.000000000,
-0.796366175,11.388566890,0.000000000,
-0.895627072,11.380020946,0.000000000,
-0.994935459,11.372164330,0.000000000,
-1.094323677,11.364985924,0.000000000,
-1.193823449,11.358471384,0.000000000,
-1.293465664,11.352602437,0.000000000,
-1.393280121,11.347355977,0.000000000,
-1.493295207,11.342703211,0.000000000,
-1.593537526,11.338608661,0.000000000,
-1.694031455,11.335029137,0.000000000,
-1.794798637,11.331912614,0.000000000,
-1.895857390,11.329197029,0.000000000,
-1.997222036,11.326809023,0.000000000,
-2.098902146,11.324662576,0.000000000,
-2.200901685,11.322657602,0.000000000,
-2.303218065,11.320678466,0.000000000,
-2.405841090,11.318592432,0.000000000,
-2.508751797,11.316248063,0.000000000,
-2.611921199,11.313473659,0.000000000,
-2.715308922,11.310075631,0.000000000,
-2.818861747,11.305836948,0.000000000,
-2.922512064,11.300515667,0.000000000,
-3.026176268,11.293843586,0.000000000,
-3.129753115,11.285525145,0.000000000,
-3.233122062,11.275236577,0.000000000,
-3.336141633,11.262625404,0.000000000,
-3.438647903,11.247310498,0.000000000,
-3.540453094,11.228882630,0.000000000,
-3.641344432,11.206905810,0.000000000,
-3.741083301,11.180919405,0.000000000,
-3.839404819,11.150441240,0.000000000,
-3.936017921,11.114971725,0.000000000,
-4.030606072,11.073999171,0.000000000,
-4.122828678,11.027006197,0.000000000,
-4.212323328,10.973477438,0.000000000,
-4.298708893,10.912908286,0.000000000,
-4.381589537,10.844814661,0.000000000,
-4.460559607,10.768743499,0.000000000,
-4.535209374,10.684283734,0.000000000,
-4.605131512,10.591077388,0.000000000,
-4.669928102,10.488830249,0.000000000,
-4.729217972,10.377321724,0.000000000,
-4.782644100,10.256413370,0.000000000,
-4.829880778,10.126055629,0.000000000,
-4.870640237,9.986292389,0.000000000,
-4.904678396,9.837262981,0.000000000,
-4.931799594,9.679201694,0.000000000,
-4.951859950,9.512434459,0.000000000,
-4.964769398,9.337373201,0.000000000,
-4.970492229,9.154507877,0.000000000,
-4.969046245,8.964396724,0.000000000,
-4.960500617,8.767655158,0.000000000,
-4.944972649,8.564943870,0.000000000,
-4.922623659,8.356956636,0.000000000,
-4.893654177,8.144408241,0.000000000,
-4.858298771,7.928023046,0.000000000,
-4.816820685,7.708524462,0.000000000,
-4.769506510,7.486625579,0.000000000,
-4.716661060,7.263021113,0.000000000,
-4.658602576,7.038380725,0.000000000,
-4.595658367,6.813343719,0.000000000,
-4.528160924,6.588515028,0.000000000,
-4.456444571,6.364462432,0.000000000,
-4.380842607,6.141714821,0.000000000,
-4.301684956,5.920761401,0.000000000,
-4.219296286,5.702051673,0.000000000,
-4.133994541,5.485996049,0.000000000,
-4.046089852,5.272966956,0.000000000,
-3.955883770,5.063300330,0.000000000,
-3.863668788,4.857297372,0.000000000,
-3.769728078,4.655226485,0.000000000,
-3.674335442,4.457325317,0.000000000,
-3.577755394,4.263802844,0.000000000,
-3.480243380,4.074841451,0.000000000,
-3.382046085,3.890598968,0.000000000,
-3.283401809,3.711210633,0.000000000,
-3.184540900,3.536790977,0.000000000,
-3.085686206,3.367435588,0.000000000,
-2.987053569,3.203222782,0.000000000,
-2.888852310,3.044215149,0.000000000,
-2.791285732,2.890460990,0.000000000,
-2.694551610,2.741995639,0.000000000,
-2.598842677,2.598842677,0.000000000,
-2.504347099,2.461015041,0.000000000,
-2.411248943,2.328516037,0.000000000,
-2.319728617,2.201340262,0.000000000,
-2.229963309,2.079474427,0.000000000,
-2.142127407,1.962898122,0.000000000,
-2.056392904,1.851584487,0.000000000,
-1.972929785,1.745500826,0.000000000,
-1.891906413,1.644609154,0.000000000,
-1.813489888,1.548866687,0.000000000,
-1.737846407,1.458226279,0.000000000,
-1.665141609,1.372636816,0.000000000,
-1.595540911,1.292043554,0.000000000,
-1.529209835,1.216388427,0.000000000,
-1.466314336,1.145610314,0.000000000,
-1.407021112,1.079645272,0.000000000,
-1.351497923,1.018426733,0.000000000,
-1.299913896,0.961885684,0.000000000,
-1.252439834,0.909950803,0.000000000,
-1.209248526,0.862548591,0.000000000,
-1.170515046,0.819603459,0.000000000,
-1.136417067,0.781037811,0.000000000,
-1.107135171,0.746772102,0.000000000,
-1.082853162,0.716724873,0.000000000,
-1.063758388,0.690812774,0.000000000,
-1.050042064,0.668950572,0.000000000,
-1.041899615,0.651051137,0.000000000,
-1.039531012,0.637025423,0.000000000,
-1.043141138,0.626782430,0.000000000,
-1.052940156,0.620229152,0.000000000,
-1.069143896,0.617270516,0.000000000,
-1.091974263,0.617809313,0.000000000,
-1.121659669,0.621746107,0.000000000,
-1.158435478,0.628979145,0.000000000,
-1.202544494,0.639404250,0.000000000,
-1.254237469,0.652914700,0.000000000,
-1.313773647,0.669401108,0.000000000,
-1.381421349,0.688751278,0.000000000,
-1.457458605,0.710850058,0.000000000,
-1.542173819,0.735579179,0.000000000,
-1.635866503,0.762817078,0.000000000,
-1.738848053,0.792438712,0.000000000,
-1.851442593,0.824315352,0.000000000,
-1.973987887,0.858314361,0.000000000,
-2.106836310,0.894298956,0.000000000,
-2.250355899,0.932127934,0.000000000,
-2.404931475,0.971655387,0.000000000,
-2.570965842,1.012730378,0.000000000,
-2.748881044,1.055196569,0.000000000,
-2.939119694,1.098891825,0.000000000,
-3.142146342,1.143647740,0.000000000,
-3.358448863,1.189289117,0.000000000,
-3.588539823,1.235633352,0.000000000,
-3.832957767,1.282489729,0.000000000,
-4.092268343,1.329658587,0.000000000,
-4.367065129,1.376930346,0.000000000,
-4.657969985,1.424084338,0.000000000,
-4.965632680,1.470887411,0.000000000,
-5.290729412,1.517092246,0.000000000,
-5.633959706,1.562435307,0.000000000,
-5.996040948,1.606634330,0.000000000,
-6.377699518,1.649385243,0.000000000,
-6.779657035,1.690358349,0.000000000,
-7.202609644,1.729193585,0.000000000,
-7.647197408,1.765494633,0.000000000,
-8.113959744,1.798821568,0.000000000,
-8.603271226,1.828681751,0.000000000,
-9.115250035,1.854518580,0.000000000,
